〇 ling,xing,yuan
疐 di,zhi
疑 ning,yi
疒 ne
疓 nai
疔 ding,ne
疕 bi
疖 jie
疗 liao
疘 gang,gong
疙 ge,yi
疚 jiu
疛 zhou
疜 xia
疝 shan
疞 xu
疟 nve,yao
疠 li
疡 yang
疢 chen
疣 you
疤 ba
疥 jie
疦 jue,xue
疧 qi
疨 xia,ya
疩 cui
疪 bi
疫 yi
疬 li
疭 zong
疮 chuang
疯 feng
疰 zhu
疱 pao
疲 pi
疳 gan
疴 e,ke,qia
疵 ci,ji,zhai,zi
疶 xue
疷 zhi
疸 da,dan
疹 chen,zhen
疺 bian,fa
疻 zhi
疼 teng
疽 ju
疾 ji
疿 fei
痀 gou,ju
痁 shan
痂 jia
痃 xuan
痄 zha
病 bing
痆 ni,nian,nie
症 zheng
痈 yong
痉 jing
痊 quan
痋 chong,teng
痌 tong
痍 yi
痎 jie
痏 wei,you,yu
痐 hui
痑 shi,tan
痒 yang
痓 chi
痔 zhi
痕 gen,hen
痖 ya
痗 mei
痘 dou
痙 jing
痚 xiao
痛 tong
痜 tu
痝 mang
痞 pi
痟 xiao
痠 suan
痡 fu,pu
痢 li
痣 zhi
痤 cuo
痥 duo
痦 pi,wu
痧 sha
痨 lao
痩 shou
痪 huan,tuan
痫 xian
痬 yi
痭 beng,bing,peng
痮 zhang
痯 guan
痰 tan
痱 fei
痲 ma
痳 lin,ma
痴 chi
痵 ji
痶 dian,tian
痷 an,e,ye
痸 chi
痹 bi
痺 bi
痻 min
痼 gu
痽 dui
痾 e,ke
痿 wei
瘀 yu
瘁 cui
瘂 ya
瘃 zhu
瘄 cu
瘅 dan
瘆 shen
瘇 zhong
瘈 chi,zhi
瘉 yu
瘊 hou
瘋 feng
瘌 la
瘍 dang,yang
瘎 chen
瘏 tu
瘐 yu
瘑 guo
瘒 wen
瘓 huan
瘔 ku
瘕 jia,xia
瘖 yin
瘗 yi
瘘 lou
瘙 sao
瘚 jue
瘛 chi
瘜 xi
瘝 guan
瘞 yi
瘟 wen,wo,yun
瘠 ji
瘡 chuang
瘢 ban
瘣 hui,lei
瘤 liu
瘥 chai,cuo
瘦 shou
瘧 nve,yao
瘨 chen,dian
瘩 da
瘪 bie
瘫 tan
瘬 zhang
瘭 biao
瘮 shen
瘯 cu
瘰 luo
瘱 yi
瘲 zong
瘳 chou,lu
瘴 zhang
瘵 ji,zhai
瘶 sou
瘷 se
瘸 que
瘹 diao
瘺 lou
瘻 lou,lv
瘼 mo
瘽 qin
瘾 yin
瘿 ying
癀 huang
癁 fu
療 liao,shuo
癃 long
癄 qiao
癅 liu
癆 lao
癇 xian
癈 fei
癉 dan,tan
癊 yin
癋 he
癌 ai,yan
癍 ban
癎 xian
癏 guan
癐 gui,wei
癑 nong
癒 yu
癓 wei
癔 yi
癕 yong
癖 pi
癗 lei
癘 lai,li
癙 shu
癚 dan
癛 bing,lin
癜 dian
癝 lin
癞 lai
癟 bie
癠 ji
癡 chi
癢 yang
癣 xuan
癤 jie
癥 zheng
癦 me
癧 li
癨 huo
癩 la,lai
癪 ji
癫 dian
癬 xuan
癭 ying
癮 yin
癯 qu
癰 yong
癱 tan
癲 dian
癳 luo
癴 luan
癵 luan
癶 bo
癷 bo
癸 gui
癹 ba
発 fa
登 de,deng
發 bo,fa
白 bai,bo
百 bai,bo,mo
癿 bie,qie
皀 bi,ji,xiang
皁 zao
皂 zao
皃 mao
的 de,di
皅 ba,pa
皆 jie
皇 huang,wang
皈 gui
皉 ci
皊 ling
皋 gao,gu,hao
皌 mo
皍 ji
皎 jiao
皏 peng
皐 gao
皑 ai
皒 e
皓 hao,hui
皔 han
皕 bi
皖 huan,wan
皗 chou
皘 qian
皙 xi
皚 ai
皛 jiao,po,xiao
皜 hao
皝 huang
皞 hao
皟 ze
皠 cui
皡 hao
皢 xiao
皣 ye
皤 pan,po
皥 hao
皦 jiao
皧 ai
皨 xing
皩 huang
皪 bo,li,luo
皫 piao
皬 he
皭 jiao
皮 pi
皯 gan
皰 pao
皱 zhou
皲 jun
皳 qiu
皴 cun
皵 que
皶 zha
皷 gu
皸 jun
皹 jun
皺 zhou
皻 cu,zha
皼 gu
皽 dan,zhan,zhao
皾 du
皿 min,ming
盀 qi
盁 ying
盂 yu
盃 bei
盄 zhao
盅 chong,zhong
盆 pen
盇 he
盈 ying
盉 he
益 yi
盋 bo
盌 wan
盍 he,ke
盎 ang
盏 zhan
盐 yan
监 jian
盒 an,he
盓 wu,yu
盔 kui
盕 fan
盖 gai,ge
盗 dao
盘 pan
盙 fu
盚 qiu
盛 cheng,sheng
盜 dao
盝 lu
盞 zhan
盟 meng,ming
盠 li
盡 jin
盢 xu
監 jian,kan
盤 pan,xuan
盥 guan
盦 an
盧 lei,lu,lv
盨 xu
盩 chou,zhou
盪 dang
盫 an
盬 gu
盭 li
目 mu
盯 cheng,ding
盰 gan
盱 xu
盲 mang
盳 mang,wang
直 zhi
盵 qi
盶 yuan
盷 min,tian,xian
相 xiang
盹 dun,zhun
盺 xin
盻 pan,xi
盼 fen,pan
盽 feng
盾 dun,shun,yun
盿 min
眀 ming
省 sheng,xian,xing
眂 shi
眃 hun,yun
眄 mian
眅 pan
眆 fang
眇 miao
眈 chen,dan
眉 mei
眊 mao,mei
看 kan
県 xian
眍 kou
眎 shi
眏 yang,ying
眐 zheng
眑 ao,yao
眒 shen
眓 huo
眔 da
眕 zhen
眖 kuang
眗 ju,kou,xu
眘 shen
眙 chi,yi
眚 sheng
眛 mei
眜 mie,mo
眝 zhu
眞 zhen
真 zhen
眠 mian,min
眡 shi
眢 yuan
眣 chou,die
眤 ni
眥 zi
眦 zi
眧 chao
眨 zha
眩 huan,juan,xuan
眪 bing,fang
眫 mi,pan
眬 long
眭 hui,sui,wei,xie
眮 tong
眯 mi
眰 die,zhi
眱 di
眲 ne
眳 ming
眴 shun,xuan,xun
眵 chi
眶 kuang
眷 juan
眸 mou
眹 zhen
眺 tiao
眻 yang
眼 wen,yan
眽 mi,mo
眾 zhong
眿 mo
着 zhao,zhe,zhuo
睁 zheng
睂 mei
睃 juan,jun,suo
睄 qiao,shao,xiao
睅 han
睆 huan
睇 di,ti
睈 cheng
睉 cuo,zhuai
睊 juan
睋 e
睌 man
睍 xian
睎 xi
睏 kun
睐 lai
睑 jian
睒 shan
睓 tian
睔 gun,huan,lun
睕 wan
睖 cheng,leng
睗 shi
睘 qiong
睙 lie
睚 ya
睛 jing
睜 zheng
睝 li
睞 lai
睟 sui,zui
睠 juan
睡 shui
睢 hui,sui,wei
督 du
睤 bi
睥 pi
睦 mu
睧 hun
睨 ni
睩 lu
睪 du,gao,yi,ze
睫 jie,she
睬 cai
睭 zhou
睮 yu
睯 hun
睰 ma
睱 xia
睲 xing
睳 hui
睴 gun
睵 zai
睶 chun
睷 jian
睸 mei
睹 du
睺 hou
睻 xuan
睼 tian
睽 ji,kui
睾 gao,hao
睿 rui
瞀 mao,wu
瞁 xu
瞂 fa
瞃 wo
瞄 miao
瞅 chou
瞆 kui
瞇 mi
瞈 weng
瞉 ji,kou
瞊 dang
瞋 chen,shen,tian
瞌 ke
瞍 sou
瞎 xia
瞏 huan,qiong
瞐 mo
瞑 meng,mian,ming
瞒 man
瞓 fen
瞔 ze
瞕 zhang
瞖 yi
瞗 diao,dou
瞘 kou
瞙 mo
瞚 shun
瞛 cong
瞜 lou,lv
瞝 chi
瞞 man,men
瞟 piao
瞠 cheng,zheng
瞡 gui
瞢 mang,meng
瞣 wan
瞤 run,shun
瞥 bi,pie
瞦 xi
瞧 qiao
瞨 pu
瞩 zhu
瞪 deng
瞫 shen
瞬 shun
瞭 liao
瞮 che
瞯 jian,xian
瞰 kan
瞱 ye
瞲 xu,xue
瞳 tong
瞴 mi,mou,wu
瞵 lian,lin
瞶 gui,kui,wei
瞷 jian,xian
瞸 ye
瞹 ai
瞺 hui
瞻 zhan
瞼 jian
瞽 gu
瞾 zhao
瞿 ji,ju,qu
矀 mei
矁 chou
矂 sao
矃 cheng,ning
矄 xun
矅 yao
矆 huo,wo,xue,yue
矇 meng
矈 mian
矉 pin
矊 mian
矋 lei
矌 guo,kuang
矍 jue
矎 xuan
矏 mian
矐 huo
矑 lu
矒 meng
矓 long
矔 guan,quan
矕 man
矖 li,xi
矗 chu
矘 tang
矙 kan
矚 zhu
矛 mao
矜 guan,jin,qin
矝 jin
矞 jue,xu,yu
矟 shuo
矠 ze,zhuo
矡 jue
矢 shi
矣 xian,yi
矤 shen
知 zhi
矦 hou
矧 shen
矨 ying
矩 ju
矪 zhou
矫 jiao
矬 cuo
短 duan
矮 ai
矯 jiao
矰 zeng
矱 yue
矲 ba
石 dan,shi
矴 ding
矵 diao,qi
矶 ji
矷 zi
矸 gan,han
矹 wu
矺 da,zhe
矻 ku,qia
矼 gang,kong,qiang
矽 xi
矾 fan
矿 kuang
砀 dang
码 ma
砂 sha
砃 dan
砄 jue
砅 li
砆 fu
砇 min
砈 e
砉 hua,huo,xu
砊 kang
砋 zhi
砌 qi,qie
砍 kan
砎 jie
砏 bin,fen,pin
砐 e
砑 ya
砒 pi
砓 zhe
研 xing,yan
砕 sui
砖 zhuan
砗 che
砘 dun
砙 wa
砚 yan
砛 jin
砜 feng
砝 fa,ge,jie
砞 mo
砟 zha,zuo
砠 ju,zu
砡 yu
砢 ke,luo
砣 tuo
砤 tuo
砥 di,zhi
砦 zhai
砧 zhen
砨 e
砩 fei,fu
砪 mu
砫 zhu
砬 la,li
砭 bian
砮 nu
砯 ping
砰 peng,ping
砱 ling
砲 bao,pao,pu
砳 le
破 po
砵 bo,e
砶 po
砷 shen
砸 za
砹 ai
砺 li
砻 long
砼 tong
砽 yong
砾 li
砿 kuang
础 chu
硁 keng
硂 quan
硃 zhu
硄 guang,kuang
硅 gui,he
硆 e
硇 nao
硈 qia
硉 lu
硊 gui,hui,wei
硋 ai
硌 ge,li,luo
硍 ken,keng,xian,yin
硎 keng,xing
硏 yan
硐 dong,liu,tong
硑 peng,ping
硒 xi
硓 lao
硔 gong,hong
硕 shuo
硖 xia
硗 qiao
硘 qing
硙 wei
硚 qiao
硛 yi
硜 keng,qing
硝 qiao,xiao
硞 ke,ku,que
硟 chan
硠 lang
硡 hong
硢 yu
硣 xiao
硤 xia
硥 bang,mang
硦 long,luo
硧 tong,yong
硨 che
硩 che
硪 e,wo,yi
硫 chu,liu
硬 geng,ying
硭 mang
确 que
硯 yan
硰 sha
硱 kun
硲 yu
硳 chi
硴 hua
硵 lu
硶 cen,chen
硷 jian
硸 nve
硹 song
硺 zhuo
硻 keng
硼 peng
硽 yan
硾 duo,zhui
硿 kong
碀 cheng
碁 qi
碂 cong,zong
碃 qing
碄 lin
碅 jun
碆 bo
碇 ding
碈 hun,min
碉 diao
碊 jian,zhan
碋 he
碌 liu,lu,luo
碍 ai
碎 sui
碏 que,xi
碐 leng
碑 bei
碒 yin
碓 dui
碔 wu
碕 qi
碖 lun
碗 wan
碘 dian
碙 gang,nao
碚 bei
碛 qi
碜 chen
碝 ruan
碞 yan
碟 die,she
碠 ding
碡 du,zhou
碢 tuo
碣 jie,ke,ya
碤 ying
碥 bian
碦 ke
碧 bi
碨 wei
碩 shuo
碪 an,kan,zhen
碫 duan
碬 xia
碭 dang
碮 di,ti
碯 nao
碰 peng
碱 jian,xian
碲 di
碳 tan
碴 cha
碵 tian
碶 qi
碷 dun
碸 feng
碹 xuan
確 que
碻 qiao,que
碼 ma
碽 gong
碾 nian
碿 su,xie
磀 e
磁 ci
磂 liu
磃 si,ti
磄 tang
磅 bang,pang
磆 gu,hua,ke
磇 pi
磈 kui,wei
磉 sang
磊 lei
磋 cuo
磌 tian
磍 qia,xia,ya
磎 qi,xi
磏 lian,qian
磐 pan
磑 ai,gai,wei
磒 yun
磓 dui,zhui
磔 zhe
磕 ke
磖 la
磗 zhuan
磘 yao
磙 gun
磚 tuan,tuo,zhuan
磛 chan
磜 qi
磝 ao,qiao
磞 peng
磟 liu,lu
磠 lu
磡 kan
磢 chuang
磣 ca,chen
磤 yin
磥 lei
磦 biao
磧 qi
磨 mo
磩 qi,zhu
磪 cui
磫 zong
磬 qing
磭 chuo
磮 lun
磯 ji
磰 shan
磱 lao
磲 qu
磳 zeng
磴 deng
磵 jian
磶 xi
磷 lin,ling
磸 ding
磹 dian,tan
磺 gong,huang,kuang
磻 bo,pan
磼 she,za
磽 ao,qiao
磾 di
磿 li
礀 jian
礁 jiao
礂 xi
礃 zhang
礄 qiao
礅 dun
礆 jian,xian
礇 yu
礈 zhui
礉 ao,he,qiao
礊 huo,ke
礋 ze
礌 lei
礍 jie
礎 chu
礏 ye
礐 hu,que
礑 dang
礒 yi
礓 jiang
礔 pi
礕 pi
礖 yu
礗 pin
礘 e,qi
礙 ai,yi
礚 ke
礛 jian
礜 yu
礝 ruan
礞 meng
礟 pao
礠 ci
礡 bo
礢 yang
礣 ma
礤 ca
礥 xian,xin
礦 gong,kuang
礧 lei
礨 lei
礩 zhi
礪 li
礫 li,luo
礬 fan
礭 que
礮 pao
礯 ying
礰 li
礱 long
礲 long
礳 mo
礴 bo
礵 shuang
礶 guan
礷 lan
礸 ca
礹 yan
示 qi,shi,zhi
礻 shi
礼 li
礽 reng
社 she
礿 yue
祀 si
祁 qi,zhi
祂 ta
祃 ma
祄 xie
祅 yao
祆 xian
祇 chi,qi,zhi
祈 gui,qi
祉 zhi
祊 beng,fang
祋 dui
祌 chong,zhong
祍 ren
祎 yi
祏 shi
祐 you
祑 zhi
祒 tiao
祓 fei,fu
祔 fu
祕 bi,mi
祖 jie,zu
祗 zhi
祘 suan
祙 mei
祚 zuo
祛 qu
祜 hu
祝 chu,zhou,zhu
神 shen
祟 sui
祠 ci,si
祡 chai
祢 mi,ni
祣 lv
祤 yu
祥 xiang
祦 wu
祧 tiao
票 piao
祩 zhu
祪 gui
祫 xia
祬 zhi
祭 ji,zhai
祮 gao
祯 zhen
祰 gao
祱 lei,shui
祲 jin
祳 shen
祴 gai
祵 kun
祶 di
祷 dao
祸 huo
祹 tao
祺 qi
祻 gu
祼 guan
祽 zui
祾 ling
祿 lu
禀 bing
禁 jin
禂 dao
禃 zhi
禄 lu
禅 chan,shan
禆 bi
禇 zhe
禈 hui
禉 you
禊 xi
禋 yin
禌 zi
禍 huo
禎 zhen,zheng
福 fu
禐 yuan
禑 wu
禒 xian
禓 shang,yang
禔 zhi
禕 yi
禖 mei
禗 si
禘 di
禙 bei
禚 zhuo
禛 zhen
禜 ying,yong
禝 ji
禞 gao
禟 tang
禠 si
禡 ma
禢 ta
禣 fu
禤 xuan
禥 qi
禦 yu
禧 xi
禨 ji,qi
禩 si
禪 chan,shan,tan
禫 dan
禬 gui
禭 sui
禮 li
禯 nong
禰 mi,ni,xian
禱 dao
禲 li
禳 rang
禴 yue
禵 ti
禶 zan
禷 lei
禸 rou
禹 yu
禺 yu
离 chi,li
禼 xie
禽 qin
禾 he
禿 tu
秀 xiu
私 si
秂 ren
秃 tu
秄 zi
秅 cha,na
秆 gan
秇 yi,zhi
秈 xian
秉 bing
秊 nian
秋 qiu
秌 qiu
种 chong,zhong
秎 fen
秏 hao,mao
秐 yun
科 ke
秒 miao
秓 zhi
秔 jing
秕 bi
秖 zhi
秗 yu
秘 bi,bie,mi
秙 ku
秚 ban
秛 pi
秜 ni
秝 li
秞 you
租 ju,zu
秠 pi
秡 bo
秢 ling
秣 mo
秤 cheng,ping
秥 nian
秦 qin
秧 yang
秨 zuo
秩 zhi
秪 zhi
秫 shu
秬 ju
秭 zi
秮 huo
积 ji,zhi
称 chen,cheng
秱 tong
秲 shi,zhi
秳 huo,kuo
秴 ge,he
秵 yin
秶 zi
秷 zhi
秸 ji,jie
秹 ren
秺 du
移 chi,yi
秼 zhu
秽 hui
秾 nong
秿 bu,fu,pu
稀 xi
稁 gao
稂 lang
稃 fu
稄 xun,ze
稅 shui
稆 lv
稇 kun
稈 gan
稉 jing
稊 ti
程 cheng
稌 shu,tu
稍 shao
税 shui,tuan,tui,tuo
稏 ya
稐 lun
稑 lu
稒 gu
稓 zuo
稔 ren
稕 zhun
稖 bang
稗 bai
稘 ji,qi
稙 zhi
稚 zhi
稛 kun
稜 leng,ling
稝 peng
稞 hua,ke
稟 bing,lin
稠 chou,diao,tiao
稡 su,zu,zui
稢 yu
稣 su
稤 lve
稥 xiang
稦 yi
稧 qie,xi
稨 bian
稩 ji
稪 fu
稫 bi,pi
稬 nuo
稭 jie
種 chong,zhong
稯 zong
稰 xu
稱 chen,cheng
稲 dao
稳 wen
稴 jian,lian,xian
稵 jiu,zi
稶 yu
稷 ji,ze
稸 xu
稹 bian,zhen
稺 zhi
稻 dao
稼 jia
稽 ji,qi
稾 gao,jiao,kao
稿 gao
穀 gu
穁 rong
穂 sui
穃 rong
穄 ji
穅 kang
穆 mu
穇 can,cen,shan
穈 mei,men,mi
穉 chi,ti,zhi
穊 ji
穋 jiu,lu
穌 su
積 ji
穎 ying
穏 wen
穐 qiu
穑 se
穒 he
穓 yi
穔 huang
穕 qie
穖 ji
穗 sui
穘 rao,xiao
穙 pu
穚 jiao
穛 bo,zhuo
穜 tong,zhong
穝 zui
穞 lv
穟 sui
穠 nong
穡 se
穢 hui
穣 rang
穤 nuo
穥 yu
穦 pin
穧 ji,zi
穨 tui
穩 wen
穪 bie,cheng
穫 hu,huo
穬 kuang
穭 lv
穮 biao,pao
穯 se
穰 rang,reng
穱 jue,zhuo
穲 li
穳 cuan,zan
穴 jue,xue
穵 wa,ya
究 jiu
穷 qiong
穸 xi
穹 kong,qiong
空 kong
穻 yu
穼 shen
穽 jing
穾 yao
穿 chuan,yuan
窀 tun,zhun
突 tu
窂 lao
窃 qie
窄 zhai
窅 yao
窆 bian
窇 bao
窈 yao
窉 bing
窊 wa
窋 ku,zhu
窌 jiao,liao,liu,pao
窍 qiao
窎 diao
窏 wu
窐 gui,wa
窑 yao
窒 die,zhi
窓 chuang
窔 yao
窕 tiao
窖 jiao,zao
窗 chuang,cong
窘 jiong
窙 xiao
窚 cheng
窛 kou
窜 cuan
窝 wo
窞 dan
窟 ku
窠 ke
窡 zhuo
窢 xu
窣 su
窤 guan
窥 kui
窦 dou
窧 zhuo
窨 xun,yin
窩 wo
窪 wa
窫 ya,ye
窬 dou,yu
窭 ju
窮 qiong
窯 qiao,yao
窰 yao
窱 tiao
窲 chao
窳 yu
窴 tian
窵 diao
窶 ju,lou
窷 liao
窸 xi
窹 wu
窺 kui
窻 chuang
窼 ke,zhao
窽 kuan
窾 cuan,kuan
窿 long
竀 cheng
竁 cui
竂 liao
竃 zao
竄 cuan
竅 qiao
竆 qiong
竇 dou,du
竈 zao
竉 long
竊 qie
立 li,wei
竌 chu
竍 shi
竎 fu
竏 qian
竐 chu
竑 hong
竒 qi
竓 hao
竔 sheng
竕 fen
竖 shu
竗 miao
竘 kou,qu
站 zhan
竚 zhu
竛 ling
竜 long,neng
竝 bing
竞 jing
竟 jing
章 zhang
竡 bai
竢 si
竣 jun
竤 hong
童 tong,zhong
竦 song
竧 jing,zhen
竨 diao
竩 yi
竪 shu
竫 jing
竬 qu
竭 jie
竮 ping
端 duan
竰 li
竱 zhuan
竲 ceng
竳 deng
竴 cun
竵 hua,wai
競 jing
竷 kan
竸 jing
竹 zhu
竺 du,zhu
竻 jin,le
竼 peng
竽 yu
竾 chi
竿 gan
笀 mang
笁 zhu
笂 wan
笃 du
笄 ji
笅 jiao
笆 ba
笇 suan
笈 ji
笉 qin
笊 zhao
笋 sun
笌 ya
笍 rui,zhui
笎 yuan
笏 hu,wen,wu
笐 hang
笑 xiao
笒 cen,han,jin
笓 bi,pi
笔 bi
笕 jian
笖 yi
笗 dong
笘 shan
笙 sheng
笚 da,na,xia
笛 di
笜 zhu
笝 na
笞 chi
笟 gu
笠 li
笡 qie
笢 min
笣 bao
笤 shao,tiao
笥 si
符 fu
笧 ce,shan
笨 ben
笩 fa
笪 da
笫 zi
第 di
笭 ling
笮 ze,zha,zuo
笯 nu
笰 fei,fu
笱 gou
笲 fan
笳 jia
笴 gan
笵 fan
笶 shi
笷 mao
笸 po
笹 ti
笺 jian
笻 qiong
笼 long
笽 min
笾 bian
笿 luo
筀 gui
筁 qu
筂 chi
筃 yin
筄 yao
筅 xian
筆 bi
筇 qiong
筈 kuo
等 deng
筊 jiao,xiao
筋 jin,qian
筌 quan
筍 sun,xun,yun
筎 ru
筏 fa
筐 kuang
筑 zhu
筒 dong,tong
筓 ji
答 da
筕 hang
策 ce
筗 zhong
筘 kou
筙 lai
筚 bi
筛 shai
筜 dang
筝 zheng
筞 ce
筟 fu
筠 jun,yun
筡 tu
筢 pa
筣 li
筤 lang
筥 ju
筦 guan
筧 jian,xian
筨 han
筩 dong,tong,yong
筪 xia
筫 zhi
筬 cheng
筭 suan
筮 shi
筯 zhu
筰 zuo
筱 xiao
筲 shao
筳 ting
筴 ce,jia
筵 yan
筶 gao
筷 kuai
筸 gan
筹 chou
筺 kuang
筻 gang
筼 yun
筽 ou,wu
签 qian
筿 xiao
简 jian
箁 bu,fu,pou,pu
箂 lai
箃 zou
箄 bei,bi,pai
箅 bi
箆 bi
箇 ge
箈 chi,tai
箉 dai,guai
箊 yu
箋 jian
箌 dao,zhao
箍 gu
箎 chi,hu
箏 zheng
箐 jing,qiang,qing
箑 sha,zha
箒 zhou
箓 lu
箔 bo
箕 ji
箖 lin
算 suan
箘 jun,qun
箙 fu
箚 zha
箛 gu
箜 kong
箝 qian
箞 qian
箟 jun
箠 chui,zhui
管 guan
箢 wan,yuan
箣 ce
箤 zu
箥 bo
箦 ze
箧 qie
箨 tuo
箩 luo
箪 dan
箫 xiao
箬 na,ruo
箭 jian
箮 xuan
箯 bian
箰 sun
箱 xiang
箲 xian
箳 ping
箴 jian,zhen
箵 sheng,xing
箶 hu
箷 shi,yi
箸 zhu,zhuo
箹 chuo,yao,yue
箺 chun
箻 lv
箼 wu
箽 dong
箾 qiao,shuo,xiao
箿 ji
節 jie
篁 huang
篂 xing
篃 mei
範 fan
篅 chuan,duan
篆 zhuan
篇 pian
篈 feng
築 zhu
篊 hong,huang
篋 qie
篌 hou
篍 qiu
篎 miao
篏 qian
篐 gu
篑 kui
篒 shi
篓 lou
篔 xun,yun
篕 he
篖 tang
篗 yue
篘 chou
篙 gao
篚 fei
篛 ruo
篜 zheng
篝 gou
篞 nie
篟 qian
篠 xiao
篡 cuan
篢 gan,gong,long
篣 pang,peng
篤 du
篥 li
篦 bi,pi
篧 huo,zhuo
篨 chu
篩 shai,shi
篪 chi
篫 zhu
篬 cang,qiang
篭 long
篮 lan
篯 jian
篰 bu
篱 li
篲 hui,sui
篳 bi
篴 di,zhu
篵 cong
篶 yan
篷 peng
篸 can,cen,zan
篹 suan,zhuan,zuan
篺 pi
篻 biao,piao
篼 dou
篽 yu
篾 mie
篿 tuan,zhuan
簀 ze,zhai
簁 shai
簂 gui,guo
簃 yi
簄 hu
簅 chan
簆 kou
簇 chuo,cou,cu
簈 ping
簉 chou,zao
簊 ji
簋 gui
簌 su
簍 ju,lou,lv
簎 ce,ji
簏 lu
簐 nian
簑 suo
簒 cuan
簓 diao
簔 suo
簕 le
簖 duan
簗 zhu
簘 xiao
簙 bo
簚 mi
簛 shai,si
簜 dang,tang
簝 liao
簞 dan
簟 dian
簠 fu
簡 jian
簢 min
簣 kui
簤 dai
簥 jiao
簦 deng
簧 huang
簨 sun,zhuan
簩 lao
簪 zan
簫 xiao
簬 lu
簭 shi
簮 zan
簯 qi
簰 pai
簱 qi
簲 pai
簳 gan
簴 ju
簵 lu
簶 lu
簷 yan
簸 bo
簹 dang
簺 sai
簻 ke,zhua
簼 gou
簽 qian
簾 lian
簿 bo,bu
籀 zhou
籁 lai
籂 shi
籃 lan
籄 kui
籅 yu
籆 yue
籇 hao
籈 jian,zhen
籉 tai
籊 ti
籋 mi,nie
籌 chou,tao
籍 ji,jie
籎 yi
籏 qi
籐 teng
籑 zhuan,zuan
籒 zhou
籓 ban,fan,pan
籔 shu,sou
籕 zhou
籖 qian
籗 zhuo
籘 teng
籙 lu
籚 lu
籛 jian
籜 tuo
籝 ying
籞 yu
籟 lai
籠 long
籡 qie
籢 lian
籣 lan
籤 qian
籥 yue
籦 zhong
籧 ju,qu
籨 lian
籩 bian
籪 duan
籫 zuan
籬 li
籭 si
籮 luo
籯 ying
籰 yue
籱 zhuo
籲 yu
米 mi
籴 di,za
籵 fan
籶 shen
籷 zhe
籸 shen
籹 nv
籺 he
类 lei
籼 xian
籽 zi
籾 ni
籿 cun
粀 zhang
粁 qian
粂 zhai
粃 bi,pi
粄 ban
粅 wu
粆 chao,sha
粇 jing,kang
粈 rou
粉 fen
粊 bi
粋 cui
粌 yin
粍 zhe
粎 mi
粏 tai
粐 hu
粑 ba
粒 li
粓 gan
粔 ju
粕 po
粖 mo
粗 cu
粘 nian,zhan
粙 zhou
粚 chi
粛 su
粜 tiao
粝 li
粞 xi
粟 su
粠 hong
粡 tong
粢 ci,ji,zi
粣 ce,se
粤 yue
粥 yu,zhou
粦 lin
粧 zhuang
粨 bai
粩 lao
粪 fen
粫 er
粬 qu
粭 he
粮 liang
粯 xian
粰 fu
粱 liang
粲 can
粳 jing
粴 li
粵 yue
粶 lu
粷 ju
粸 qi
粹 cui,sui
粺 bai
粻 zhang
粼 lin
粽 zong
精 jing,qing
粿 guo,hua
糀 hua
糁 san,shen
糂 san
糃 tang
糄 bian
糅 rou
糆 mian
糇 hou
糈 xu
糉 zong
糊 hu
糋 jian
糌 zan
糍 ci
糎 li
糏 xie
糐 fu
糑 nuo
糒 bei
糓 gu
糔 xiu
糕 gao
糖 tang
糗 qiu
糘 jia
糙 cao
糚 zhuang
糛 tang
糜 mei,mi
糝 san,shen
糞 fen
糟 zao
糠 kang
糡 jiang
糢 mo
糣 san
糤 san
糥 nuo
糦 xi
糧 liang
糨 jiang
糩 kuai
糪 bo
糫 huan
糬 shu
糭 zong
糮 xian
糯 nuo
糰 tuan
糱 nie
糲 li
糳 zuo
糴 di
糵 nie
糶 diao,tiao
糷 lan
糸 mi,si
糹 si
糺 jiu
系 ji,xi
糼 gong
糽 zheng
糾 jiao,jiu
糿 you
紀 ji
紁 cha
紂 zhou
紃 xun
約 di,yao,yue
紅 gong,hong,jiang
紆 ou,yu
紇 ge,he,jie
紈 wan
紉 ren
紊 wen
紋 wen
紌 qiu
納 na
紎 zi
紏 tou
紐 niu
紑 fou
紒 ji,jie
紓 shu
純 chun,quan,tun,zhun,zi
紕 bi,chi,pi
紖 zhen
紗 miao,sha
紘 hong
紙 zhi
級 ji
紛 fen
紜 yun
紝 ren
紞 dan
紟 jin
素 su
紡 bang,fang
索 suo
紣 cui
紤 jiu
紥 za,zha
紦 ba
紧 jin
紨 fu
紩 zhi
紪 qi
紫 zi
紬 chou,zhou
紭 hong
紮 za,zha
累 lei,lie,lv
細 xi
紱 fu
紲 xie,yi
紳 shen
紴 bi,bo
紵 shu,zhu
紶 qu
紷 ling
紸 zhu
紹 chao,shao
紺 gan
紻 yang
紼 fei,fu
紽 tuo
紾 jin,tian,zhen
紿 dai
絀 chu
絁 shi
終 zhong
絃 xian,xuan
組 qu,zu
絅 jiong
絆 ban
絇 qu
絈 mo
絉 shu
絊 zui
絋 kuang
経 jing
絍 ren
絎 hang
絏 xie,yi
結 ji,jie
絑 zhu
絒 chou
絓 gua,kua
絔 bai,mo
絕 jue
絖 kuang
絗 hu
絘 ci
絙 geng,huan
絚 geng
絛 tao
絜 jia,jie,qi,qia,xie
絝 ku
絞 jiao,xiao
絟 quan
絠 ai,gai
絡 lao,luo
絢 xuan,xun
絣 beng,bing,peng
絤 xian
絥 fu
給 gei,ji,xia
絧 dong,tong
絨 rong
絩 dao,diao,tiao
絪 yin
絫 lei
